"companyName","website","reProfileUrl","field","existingValue","scrapedValue","assessment"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","companyName","incratec GmbH","incratec GmbH","equal"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","website","https://incratec.com","https://incratec.com","equal"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","description","Conversational AI for a Swiss public agency: Azure OpenAI chatbot reduces support workload, improves accessibility, and enables AI-compliant service delivery.","Tobias Kluge ist Experte für künstliche Intelligenz und Gründer der incratec GmbH. Die incratec GmbH begleitet Unternehmen umfassend bei der KI-Nutzung: von der Strategie, über Beschaffung, Einführung und Entwicklung von KI-Lösungen bis zum Training.","better"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","services","AI Engineering | AI Strategy | AI Consulting | Software Development","KI-Strategie & -Beratung | KI-Training | KI-Lösungen entwickeln | Referent zum Thema KI | Software-Entwicklung mit KI","better"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","technologies","Azure | OpenAI | Azure App Services | Microsoft Identity Platform","PHP | HCL | C# | Shell | Perl | Azure","better"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","vendorPartnerships","Microsoft","","worse"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","location","{""city"":""Stettlen"",""country"":""Switzerland""}","Stettlen, Canton of Bern, Switzerland","different"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","companySize","1","4","better"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","foundedYear","","2011","new"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","industries","","Artificial Intelligence | Technology Consulting | Software Development","new"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","recentActivity","","Azure sample repository using agentic software engineering (inc-edu-sweai-azure) | C# client for Gisgraphy.com / provided by GeoCoder Pro | PHP client for TomTom Geocoding API | PHP class for OpenEMM","new"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","githubUrl","","https://github.com/incratec","new"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","linkedinUrl","","http://www.linkedin.com/company/incratec","new"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/85c11861b029d0ed3852d832a3b96c863f1c58c7-1280x720.png","https://incratec.com/wp-content/uploads/2025/08/cropped-incratec-logo-icon-full-32x32.png","different"
"incratec","https://incratec.com","https://www.rocketengineers.io/solution-providers/incratec-gmbh","confidenceScore","","95","new"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","companyName","4data","4data AG","better"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","website","https://4data.ch/en/","https://4data.ch","different"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","description","Cloud-native transformation for a large fintech platform with high availability needs. Scaled from 2M to 6M users and doubled annual transactions via Kubernetes, circuit breaker patterns, and platform re-architecture.","We empower companies with automated, scalable, and reliable platform solutions to accelerate innovation and drive seamless product development","different"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","services","Cloud Security | Cloud Engineering | IaC | Observability","DevOps Consulting | Managed Services | Cloud Native Solutions | CI/CD Implementation | Infrastructure as Code | Container Platform Management | OpenShift Migration | GitLab Management | Security Implementation","better"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","technologies","Kubernetes | Azure","Kubernetes | OpenShift | GitLab | JFrog Artifactory | JFrog Xray | Oracle | CI/CD | Containerization","better"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","vendorPartnerships","GitLab | Kubermatic | JFrog","","worse"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","location","{""city"":""Zürich"",""country"":""Switzerland""}","Zurich, Switzerland","different"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","companySize","5-10","8","different"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","foundedYear","","2019","new"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","industries","","IT Consulting | DevOps Services | Cloud Solutions","new"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","recentActivity","","Cloud Native Zürich 2026 event participation scheduled for June 11, 2026","new"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","githubUrl","","","missing"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","linkedinUrl","","http://www.linkedin.com/company/4data-ch","new"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/49646d19896120957df422c52108f0d48641c0f0-1280x720.png","https://4data.ch/images/favicon.56d793013705459977af2bb61e99ca8fa1016e507262b0d4b8b30a193da53a5e.svg","different"
"4data","https://4data.ch/en/","https://www.rocketengineers.io/solution-providers/4data","confidenceScore","","85","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","companyName","écociel AG","écociel AG","equal"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","website","https://ecociel.swiss/","https://ecociel.swiss/","equal"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","description","Smart metering platform unifies 700+ IoT systems into a scalable, multi-tenant solution with Kubernetes, enabling SLA tracking and SaaS readiness.","We help our clients to create applications and IT systems that not only deliver great features to their customers but that also fit within their general IT- and business strategy. We use 20 years of corporate transformation experience to put you on a value-driven and controlled path to AI adoption.","better"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","services","Software Development | Data Engineering | Infrastructure Operations","AI Transformation | Digital Strategy | Intelligence Architecture | Data Inventory | Application Development | Site Reliability Engineering | Platform Engineering | Infrastructure Automation | Software Development | 24x7 Operations Support | Infrastructure as Code","better"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","technologies","Cassandra | Golang | Azure | Terraform/OpenTofu | Kubernetes | Prometheus | Grafana","Rust | Go | Python | Kotlin | C | Docker | Kubernetes | Terraform | Ansible | Cassandra | Apache Spark | Scala | HTML | CSS | JavaScript","better"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","vendorPartnerships","","","missing"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","location","{""city"":""Stansstad"",""country"":""Switzerland""}","Stansstad, Nidwalden, Switzerland","different"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","companySize","10-15","4","different"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","foundedYear","","2022","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","industries","","Software Development | IT Consulting | Digital Transformation | AI Services","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","recentActivity","","Active development on Rust projects including newtype-rs and nio-client | Go client development for nio authorization server | Maintenance of company website repository | Development of access control clients","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","githubUrl","","https://github.com/ecociel","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","linkedinUrl","","http://www.linkedin.com/company/ecociel-ch","new"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/4609057d9e890341b214a2eefc2f6f2cb622952f-1280x720.png","https://ecociel.ch/images/favicon_hu10087783964866864032.png","different"
"écociel","https://ecociel.swiss/","https://www.rocketengineers.io/solution-providers/ecociel-ag","confidenceScore","","95","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","companyName","Palark GmbH","Palark","different"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","website","https://palark.com/","https://palark.com","different"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","description","A US consumer tech company with millions of users rebuilt its Kubernetes infrastructure from the ground up. With DevOps as a Service, CI/","ISO 27001-certified DevOps and Site Reliability Engineering (SRE) service provider offering 24/7 support, Kubernetes expertise, and comprehensive infrastructure management. Palark provides DevOps as a Service and SRE as a Service with transparent pricing and guaranteed SLAs.","better"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","services","DevOps as a Service | Cloud Architecture | Cloud Engineering | CI/CD | Monitoring | Observability | GitOps","DevOps as a Service | SRE as a Service | Kubernetes migration | Cloud enablement | Infrastructure & CI/CD audit | 24/7 support and monitoring | Incident management | Infrastructure as Code (IaC) | Multi-layered observability | Security implementation | Software release processes","better"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","technologies","Kubernetes | Cilium | Redis | ClickHouse | RabbitMQ | Loki","Kubernetes | Terraform | Pulumi | Ansible | Prometheus | Grafana | GitLab CI/CD | GitHub Actions | Docker | Go | Python | Shell | JavaScript | HTML","better"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","vendorPartnerships","CNCF","Kubernetes Certified Service Provider","better"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","location","{""city"":""Ulm"",""country"":""Germany""}","Ulm, Germany","different"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","companySize","30-50","34","different"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","foundedYear","","2022","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","industries","","DevOps services | Site Reliability Engineering | Cloud infrastructure | Software development support","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","recentActivity","","Top 100 Kubernetes contributors | Running Kubernative channel | CNCF Ambassador in team | Tech blog publications | Community presentations at events | Open source contributions to Kubernetes ecosystem","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","githubUrl","","https://github.com/palark","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","linkedinUrl","","http://www.linkedin.com/company/palark","new"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/42e241e6be147e6fce4d1d4088c9ce9177e9ef62-1280x720.png","https://palark.com/wp-content/uploads/2023/07/favicon.png","different"
"Palark","https://palark.com/","https://www.rocketengineers.io/solution-providers/palark","confidenceScore","","95","new"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","companyName","ONZACK AG","ONZACK","different"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","website","https://www.onzack.com/","https://www.onzack.com/","equal"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","description","AI-ready infrastructure for a Swiss legal tech SaaS, built on Kubernetes with GitOps, GPU support, and full sovereignty for future cloud flexibility.","ONZACK bringt Einfachheit und Klarheit in komplexe Systeme. Dafür unterstützen wir Unternehmen beim optimalen Einsatz neuer Technologien. Wir sind ein junges Unternehmen, spezialisiert auf Plattform Engineering mit Open Source und Cloud Native Technologien.","better"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","services","Cloud Architecture | AI Consulting | Cloud Engineering | GitOps | Cloud Migration | DevOps Culture","Kubernetes Integration | Kubernetes Monitoring | Applikationen und DevOps | Grafana Dashboards | Platform Engineering | Container-Security | CI/CD Pipelines | GitOps | Infrastructure-as-Code | Monitoring Stack Setup | Automation","better"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","technologies","Rancher | Kubernetes | Grafana | Alertmanager | Prometheus | Longhorn | ArgoCD | NVIDIA DGX | NVDIA GPU Operator | Cilium","Kubernetes | OpenShift | Docker | Prometheus | Grafana | Alertmanager | Ansible | ArgoCD | GitLab | Helm | Kustomize | Grafana Loki | Go | Shell | Dockerfile | Python | HCL | Cilium | Crossplane","better"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","vendorPartnerships","","","missing"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","location","{""city"":""Landquart"",""country"":""Switzerland""}","Chur, Switzerland","different"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","companySize","5-10","5","different"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","foundedYear","","","missing"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","industries","","Information Technology | Cloud Computing | DevOps | Platform Engineering","new"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","recentActivity","","Recent GitHub activity with hubble-observer project (2026) | kaniko-chainguard container image maintenance (2026) | cf2cnp CLI tool development (2026) | grafana-dashboards project with 144 stars | provider-cloudscale Crossplane provider development","new"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","githubUrl","","https://github.com/onzack","new"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","linkedinUrl","","http://www.linkedin.com/company/onzack-ag","new"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/661dfcd453dddb72e0e2ba55deef38a42de35152-1280x720.jpg","https://www.onzack.com/wp-content/uploads/2024/02/cropped-Onzack_Kreis_schwarz-32x32.png","different"
"ONZACK","https://www.onzack.com/","https://www.rocketengineers.io/solution-providers/onzack","confidenceScore","","95","new"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","companyName","Floads GmbH","Floads GmbH","equal"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","website","https://floads.io/","https://floads.io","different"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","description","Discover how Floads.io modernized legacy Docker Swarm with Kubernetes & BSD for secure, scalable, and developer-friendly canton web infrastructure.","Senior platform engineers specializing in Kubernetes, database scaling, cloud infrastructure, and reliability. We help companies run reliable platforms at scale through focused engagements.","better"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","services","Cloud Engineering | Linux System Engineering | Cloud Native Transformation | Monitoring | Infrastructure Operations","Kubernetes & Platform Engineering | Database Scaling & Reliability | Cloud Architecture & Cost Optimization | Migration & Modernization | Kubernetes cluster design and operations | Database reliability, replication, and backups | Cloud architecture and cost optimization | Migrations from legacy to modern infrastructure","better"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","technologies","Docker | Docker Swarm | Kubernetes | ArgoCD | MySQL | WireGuard | Terraform/OpenTofu | *BSD | Traefik","Kubernetes | MySQL | PostgreSQL | AWS | GCP | Docker | Percona | ProxySQL | EKS | Terraform | Ansible | Shell | Python | Makefile","better"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","vendorPartnerships","","","missing"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","location","{""city"":""Baar"",""country"":""Switzerland""}","Baar, Canton of Zug, Switzerland","different"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","companySize","1-5","3","different"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","foundedYear","","","missing"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","industries","","Technology Consulting | Platform Engineering | Infrastructure Services | DevOps | Cloud Services","new"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","recentActivity","","Zero-downtime MySQL migration at TB scale for fintech SaaS | Kubernetes cost reduction achieving 40% less cloud spend | MySQL incremental backups optimization reducing backup time from 12 hours to 30 minutes | Kubernetes node autoscaling for handling unpredictable traffic spikes | System engineering tools and utilities development | AI-assisted coding and Ansible automation platform | Monitoring dashboard for M/Monit instances","new"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","githubUrl","","https://github.com/floadsio","new"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","linkedinUrl","","http://www.linkedin.com/company/floads","new"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/41922c22adda5ba76b6782412a7a0d9fd8e8a5ac-1280x720.jpg","https://floads.io/images/favicon.png","different"
"Floads","https://floads.io/","https://www.rocketengineers.io/solution-providers/floads-gmbh","confidenceScore","","95","new"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","companyName","Friendly Nerds","Friendly Nerds","equal"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","website","https://www.friendlynerds.ch","https://www.friendlynerds.ch","equal"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","description","Discover how Friendly Nerds helped a Swiss insurer cut processing times from 50 to under 5 seconds and reduced operational costs by 90% using serverless architecture and AI-powered OCR for vehicle registration automation.","Hardcore tech nerds mastering A.I., Cloud, Data and Software Engineering to solve real business problems with creative tech solutions.","different"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","services","AI Engineering | AI Consulting | Software Development","A.I. consulting and implementation | Cloud engineering | Data engineering | Software engineering | DevOps | Digital strategy consulting | Web application development | Visual communication and design | Marketing and social media","better"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","technologies","AWS Lambda | Serverless | AWS Textract | AWS API Gateway | AWS Step Functions | AWS S3","Kubernetes | Ruby | HTML","different"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","vendorPartnerships","","","missing"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","location","{""city"":""Thun"",""country"":""Switzerland""}","Bern, Canton of Bern, Switzerland","different"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","companySize","5-10","3","different"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","foundedYear","","","missing"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","industries","","Technology Consulting | Software Development | Cloud Services","new"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","recentActivity","","[object Object]","new"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","githubUrl","","https://github.com/FriendlyNerds","new"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","linkedinUrl","","http://www.linkedin.com/company/friendlynerds","new"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/f22d92883d26e1360249ae21d8c78bc9ed5e98a0-1280x720.png","https://www.friendlynerds.ch/images/assets/favicon.ico","different"
"Friendly Nerds","https://www.friendlynerds.ch","https://www.rocketengineers.io/solution-providers/friendly-nerds","confidenceScore","","85","new"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","companyName","tim&amp;koko","tim&koko","different"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","website","https://tim-koko.ch/en/","https://tim-koko.ch","different"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","description","This case study outlines the transformative journey of a major Swiss retailer's successful migration to the cloud","","worse"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","services","Cloud Engineering | Cloud Architecture | Product Owner","","worse"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","technologies","GCP | Kubernetes | GKE | SAP Commerce Cloud | Google Cloud Run | GitHub | Grafana | Prometheus | Java | Node.js | Python","TypeScript | HTML | Python | Go | SCSS | JavaScript | C# | Dockerfile | Java | C++ | Rust | Makefile | PHP | Kotlin | Shell | Ruby | CMake | Objective-C++ | CSS | Smarty | Objective-C | C | Kanister | kubectl | KubeVirt | OpenShift | Helm","better"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","vendorPartnerships","Red Hat","","worse"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","location","{""city"":""Bern"",""country"":""Switzerland""}","Bern, Canton of Bern, Switzerland","different"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","companySize","5-10","5","different"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","foundedYear","","2022","new"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","industries","","","missing"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","recentActivity","","Active GitHub development with 10 public repositories | Recent work on container images and Kubernetes tools | OpenTelemetry demo implementations | KubeVirt and OpenShift virtualization projects | Helm chart development for application monitoring","new"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","githubUrl","","https://github.com/tim-koko","new"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","linkedinUrl","","http://www.linkedin.com/company/tim-koko","new"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/20ce70be53c48a4fc65a3e422da5d29e6abad267-1280x720.png","","worse"
"tim&koko","https://tim-koko.ch/en/","https://www.rocketengineers.io/solution-providers/tim-and-koko","confidenceScore","","75","new"
"bespinian","https://bespinian.io/","https://www.rocketengineers.io/solution-providers/bespinian","companyName","bespinian","bespinian","equal"
"bespinian","https://bespinian.io/","https://www.rocketengineers.io/solution-providers/bespinian","website","https://bespinian.io/","https://bespinian.io","different"
